row hash,your role recoded,orgtype: Charitable trust,orgtype: Incorporated society,orgtype: Voluntary organisation,orgtype: māori,orgtype: faith,orgtype: philanthropic,orgtype:other,paid staff,volunteers,income,service type,service type other,international?,region: All of Aotearoa New Zealand,region: All of North Island,region: All of South Island,region: Northland,region: Auckland,region: Waikato,region: Bay of Plenty,region: Gisborne,region: Hawke's Bay,region: Taranaki,region: Manawatu-Wanganui,region: Wellington,region: Tasman-Nelson-Marlborough,region: West Coast,region: Canterbury,region: Otago,region: Southland,ethnic: General (no ethnic-specific focus),ethnic: New Zealand European,ethnic: māori,ethnic: Samoan,ethnic: Cook Island Māori,ethnic: Tongan,ethnic: Niuean,ethnic: Chinese,ethnic: Indian,ethnic: MELA,ethnic: Other,revenue affect,lost revenue (est),Reduction Standardised,gained revenue (est),Increase standardised,service delivery affect,service delivery affect reasons,service delivery change,service delivery change description,funding reserve,challenges: Ensuring sufficient revenue to maintain viability,challenges: Being able to pay our staff,challenges: Changing our service provision to meet public health criteria,challenges: Meeting the needs of the people we support,challenges: Ensuring our staff and volunteers are well supported,challenges: Developing new service offerings,challenges: Loss of volunteers,challenges: Meeting the levels of work required,challenges: Other (please specify),opportunities: Increasing our volunteer base,opportunities: Improving our profile,opportunities: Greater appreciation for and recognition of our work,opportunities: New ways of connecting with funders and/or supporters,opportunities: Working closer with other organisations for a common good,opportunities: New ways of connecting with those using our services,opportunities: New service offerings,opportunities: Faster decision-making,opportunities: Longer contracts or funding agreements,opportunities: More flexibility in contracts or funding agreements,opportunities: Stronger sense of community or common values,opportunities: Increasing our funding,opportunities: Ability to move quickly,opportunities: Better business continuity planning,opportunities: Options around where and how we work,opportunities: Other (please specify),priorities and concerns,staff: Reduce staff numbers,staff: Reduce staff wages and salaries,staff: Reduce volunteer support,staff: Increase staff,staff: Increase volunteer support,staff: Not applicable,staff: Other (please specify),service delivery: Cut some services,service delivery: Seek new funding sources,service delivery: Deliver more remote online or phone services,service delivery: Develop new in-person service offerings,service delivery: Reduce service costs to users,service delivery: Increase service costs to users,service delivery: Change kaupapa,service delivery: Not applicable,service delivery: Other (please specify),support accessed: Government COVID-19 wage subsidy scheme,support accessed: Government COVID-19 small business cashflow loan scheme,support accessed: Other government funding responding to COVID-19,support accessed: New funding sources,support accessed: Voluntary support,support accessed: Donated goods and services,support accessed: Not applicable,support accessed: Other (please specify),other new ways,optimism,support needed: More volunteers,support needed: Advice on how you can operate within COVID-19 restrictions,support needed: HR support and advice,support needed: Digital technology,support needed: Legal obligations,support needed: Grant writing,support needed: Fundraising,support needed: Resources to manage volunteers,support needed: Governance,support needed: Leadership,support needed: Innovation and strategic advice,support needed: Marketing and communications,support needed: Other (please specify),sector changes: Collaboration between organisations,sector changes: Mergers of organisations,sector changes: Sector-wide leadership to provide voice and influence,sector changes: Strengthening financial and management knowledge/skills,sector changes: Strengthening governance knowledge/skills,sector changes: Access to information and data in one place,sector changes: Funding to cover salaries and operational costs,sector changes: Other (please specify),important learning,comments,share,"again: Yes, I am willing to be surveyed again","again: Yes, I am willing to be interviewed","again: Yes, I would like to see the survey results","again: No, I do not wish to be contacted"
0fadd481045fba96994d51df73ebf76b368cee0f,Administration/Coordination,0,0,1,0,0,0,,21-50 staff,More than 50 volunteers,$2 million to under $30 million,"Culture, arts and heritage",,We work only outside Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a large reduction in revenue (decline of 20% to 49%)","$500,000 ","$500,000.00 ",,,We have had to substantially cut back on our services because of COVID-19,Social distancing & lockdowns,We have made major changes to how we deliver services because of COVID-19,Online,We have sufficient funds to maintain staff and activity for up to one month,0,1,1,1,1,1,0,0,,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,,Maintaining connections,Reduce staff numbers,Reduce staff wages and salaries,Reduce volunteer support,,,,,Cut some services,,Deliver more remote online or phone services,,,,,,,Government COVID-19 wage subsidy scheme,,,,,,,,No,5 Somewhat confident,,Advice on how you can operate within COVID-19 restrictions,HR support and advice,,Legal obligations,,,,Governance,,Innovation and strategic advice,,,Collaboration between organisations,,Sector-wide leadership to provide voice and influence,Strengthening financial and management knowledge and skills in the sector,Strengthening governance knowledge and skills in the sector,,Funding to cover salaries and operational costs,,"Don’t be too reactive. A slow, well thought out approach is better",No,Yes,"Yes, I am willing to be surveyed again",,,
0fd6f345853870c38edd584ec1085c478072b286,Senior manager,0,1,0,0,0,0,,6-10 staff,No volunteers,"$125,000 to under $2 million",Family services,,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a large reduction in revenue (decline of 20% to 49%)","20,000","$20,000.00 ",,,We have had to make moderate cuts to our services because of COVID-19,,We have made some changes to how we deliver services because of COVID-19,,We have sufficient funds to maintain staff and activity for more than one year,0,1,1,1,1,0,0,1,,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,,Ensuring the business is still financially viable,,Reduce staff wages and salaries,,,,,,,,Deliver more remote online or phone services,,,,,,,Government COVID-19 wage subsidy scheme,,Other government funding responding to COVID-19,,,Donated goods and services,,,No,5 Somewhat confident,,Advice on how you can operate within COVID-19 restrictions,,Digital technology,,,Fundraising,,,Leadership,,,,Collaboration between organisations,,,,,,Funding to cover salaries and operational costs,,We can adapt easily,COVID-19 has been a wake up call for the organisation,Yes,"Yes, I am willing to be surveyed again",,,
0ff478831bf972b9377c3a0bdbfa61b9aa7158d1,Board member/trustee,1,0,0,0,0,0,,1-5 staff,1-5 volunteers,"Under $125,000","Culture, arts and heritage",,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a large reduction in revenue (decline of 20% to 49%)","18,000 - 20000","$19,000.00 ",,,,,We have not made any changes to how we deliver services,,We have sufficient funds to maintain staff and activity for up to one month,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,As a museum/gift shop these questions do not really apply,Lack of visitors ie travelling public NZ or overseas.,,,,,,Not applicable,,,,,,,,,Not applicable,,,,,,Voluntary support,,,,Reduced opening hours,5 Somewhat confident,,,,,,,,,,,,Marketing and communications,,,,,Strengthening financial and management knowledge and skills in the sector,Strengthening governance knowledge and skills in the sector,,,,,,Yes,"Yes, I am willing to be surveyed again",,"Yes, I would like to see the survey results",
1046e084ac802205975d62048ec6682976c476d7,Financial manager,0,1,0,0,0,0,,No paid staff,6-10 volunteers,"Under $125,000",Sport and recreation,,We work only in Aotearoa New Zealand,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a moderate reduction in revenue (10-19% decline)",3000,"$3,000.00 ",,,We have had to make moderate cuts to our services because of COVID-19,We had to cut back on our coached sport sessions for juniors. And closed our courts to all players for 8-10 weeks.,We have made some changes to how we deliver services because of COVID-19,Limit numbers able to play sport at any one time under Level 2. Contact tracing sheets to be filled in for all using the facilities.,We have sufficient funds to maintain staff and activity for up to one month,1,0,0,1,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,To ensure we can fully operate the junior sport season commencing October 20 through to April 21 including being able to pay our accredited coaches.,,,Reduce volunteer support,,,,,Cut some services,Seek new funding sources,,,,,,,,,,,New funding sources,Voluntary support,,,,,5 Somewhat confident,,,,Digital technology,,,Fundraising,,,,,Marketing and communications,,,,,,,Access to information and data in one place,Funding to cover salaries and operational costs,,How important community sports facilities are to ensure good health and well-being to the local community. And the importance of our organisations volunteers.,,Yes,"Yes, I am willing to be surveyed again","Yes, I am willing to be interviewed","Yes, I would like to see the survey results",
10476fe624faca55700fbe8d49be98bd49659136,Board member/trustee,0,1,1,0,0,0,Community association,No paid staff,1-5 volunteers,"Under $125,000",Community and social services,,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, no change in revenue",,,,,We have had to make moderate cuts to our services because of COVID-19,Inability to hold public meetings,We have made minor changes to how we deliver services because of COVID-19,Committee progressing business by phone and email,We have sufficient funds to maintain staff and activity for more than one year,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,Reacting to economic fallout in our small tourism reliant community,,,,,,Not applicable,,,,,,,,,Not applicable,,,,,,,,Not applicable,,,6 Very confident,More volunteers,,,,,Grant writing,Fundraising,,,,Innovation and strategic advice,,,,,,,,,Funding to cover salaries and operational costs,,Communities are resilient,,Yes,"Yes, I am willing to be surveyed again","Yes, I am willing to be interviewed","Yes, I would like to see the survey results",
1107be237fd7960619da454995f734101a741372,Senior manager,1,1,0,0,0,0,,More than 50 staff,1-5 volunteers,$2 million to under $30 million,Health,,We work only in Aotearoa New Zealand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a small increase in revenue (0-9% increase)",,,$2M,"$2,000,000.00 ",We have had to make small cuts to our services because of COVID-19,"Although we are an essential service, we are unable to engage with the public.",We have made major changes to how we deliver services because of COVID-19,now mostly via electronic business,We have sufficient funds to maintain staff and activity for more than one year,0,0,0,0,0,0,0,1,,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,,,,,,,,Not applicable,"we have maintained all of our staff, without Government subsidy.",,,Deliver more remote online or phone services,,,,,,,,,,,,,Not applicable,,,6 Very confident,,Advice on how you can operate within COVID-19 restrictions,HR support and advice,,Legal obligations,,,,,,Innovation and strategic advice,,,Collaboration between organisations,Mergers of organisations,,,Strengthening governance knowledge and skills in the sector,,,,Take time to consider,,Yes,,,,"No, I do not wish to be contacted"
11b9e9ebb0962b29c3270753058ad12917071a98,Administration/Coordination,1,1,1,0,0,0,,No paid staff,21-50 volunteers,"Under $125,000",Other (please specify),Fundraising for good of local community club,We work only in Aotearoa New Zealand,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a large reduction in revenue (decline of 20% to 49%)","$10,000 ","$10,000.00 ",,,We have had to make moderate cuts to our services because of COVID-19,,We have made some changes to how we deliver services because of COVID-19,,We have sufficient funds to maintain staff and activity for two to three months,0,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,Due to COVID 19 we have had to curtail all our fundraising events that normally occur between March and August therefore leaving us in a position where we have to turn down requests for assistance.,,,,,Increase volunteer support,,,Cut some services,,,,,,,,,,,,,,,Not applicable,,,6 Very confident,More volunteers,,,Digital technology,,Grant writing,Fundraising,,,,,Marketing and communications,,,,,,Strengthening governance knowledge and skills in the sector,,,,"To be patient, kind and to deal with situations as they arise. To follow instructions in a timely manner",,Yes,"Yes, I am willing to be surveyed again",,"Yes, I would like to see the survey results",
11ba6a2aaeffd269f347366e28a85ddad8040187,Principal,0,0,0,0,0,0,Education,21-50 staff,1-5 volunteers,"$125,000 to under $2 million",Education and research,,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,"We have had, or expect to have, a small reduction in revenue (0-9% decline)","Anticipate parent donations will decline, though MoE funding will remain",,,,We have had to substantially expand our services to respond to COVID-19,We have had to do both cut and expand services. Expand in terms of on-line teaching and learning. Cut in terms of all co-curricular activities and in some of the curriculum offerings to students.,We have made major changes to how we deliver services because of COVID-19,We moved to significant home-learning programmes that staff had to develop in their holiday time. The extra professional development that staff have undertaken has been considerable. Staff are currently exhausted and it is beginning to show in their well-being.,We have sufficient funds to maintain staff and activity for more than one year,0,0,1,1,1,0,0,1,,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,,Staff and student well-being after what has been a very stressful time for most.,,,,,,Not applicable,,,,Deliver more remote online or phone services,,,,,,,,,Other government funding responding to COVID-19,,,,,,,6 Very confident,,,HR support and advice,,,,,,,Leadership,,,,Collaboration between organisations,,Sector-wide leadership to provide voice and influence,,,,,,Resilience,Building resilience in our learning community is going to be key going forward. As the impact of job losses in the community take hold we are going to need to work closely together to move forward. I don't think we are even close yet to understanding what the full economic impact on our community is going to mean going forward.,Yes,"Yes, I am willing to be surveyed again","Yes, I am willing to be interviewed","Yes, I would like to see the survey results",
11f764c5588ee7d1a4e086361017e896b2ef8ffa,Chief Executive or Executive Director,1,0,0,0,0,0,,11-20 staff,1-5 volunteers,"$125,000 to under $2 million",Other (please specify),Community-led development support and advocacy,We work only in Aotearoa New Zealand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a moderate reduction in revenue (10-19% decline)","$25,000 ","$25,000.00 ",,,We have maintained services at the same level,,We have made major changes to how we deliver services because of COVID-19,No face to face training.,We have sufficient funds to maintain staff and activity for more than one year,0,0,0,1,1,1,0,0,Online capacity support is unable to generate revenue like face to face work is - if it's online people expect it for free,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Disruption enabling new systems change and possibility thinking,"Ongoing funding provision, mandate and support for communities and agencies to be strategically part of local level responses in recovery phase. Big agencies will dominate because of their power/resource base",,,,,,Not applicable,,,,Deliver more remote online or phone services,,Reduce service costs to users,,,,,,,,,,,Not applicable,,,6 Very confident,,,,,,,,,Governance,,Innovation and strategic advice,,Convening/collaboration support,Collaboration between organisations,,Sector-wide leadership to provide voice and influence,,Strengthening governance knowledge and skills in the sector,,Funding to cover salaries and operational costs,"local leadership to provide voice also just as relevant locally/regionally, more focus on backroom efficiencies across organisations rather than mergers.","Communities and local organisations have more capability/ability to effectively respond to local needs than big agencies/government/councils realise. while strong clear national leadership from Jacinda has been essential, top down/one size fits all responses from government do not enable/support local resilience and collective effort.","Community-led approaches that are collaborative, holistic and responsive to local needs and strengths need to be more formally recognised, valued and invested in.",Yes,,,"Yes, I would like to see the survey results",
1200758514b0fa2e14518aaad1d46b59285676f8,Senior manager,0,1,0,0,0,0,,1-5 staff,6-10 volunteers,"$125,000 to under $2 million",Education and research,,We work only in Aotearoa New Zealand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,"We have had, or expect to have, no change in revenue",,,,,We have had to make some small increases in our service delivery to respond to COVID-19,Changed some of the content of our programme to respond to need in the community due to COVID-19,We have not made any changes to how we deliver services,,We have sufficient funds to maintain staff and activity for four to five months,0,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,Not applicable,,,,,,,,,Not applicable,,,,,New funding sources,,,,,Working from home more,6 Very confident,,,HR support and advice,,,,,,,,,,,Collaboration between organisations,Mergers of organisations,,,,Access to information and data in one place,Funding to cover salaries and operational costs,,We operate very well from home and that there are huge benefits to delivering services online.,,Yes,,,,"No, I do not wish to be contacted"
12470758ba11ec88959c108acbd837ec8fd7d650,Senior manager,0,1,0,0,0,0,,1-5 staff,1-5 volunteers,"Under $125,000",Community and social services,,We work only in Aotearoa New Zealand,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a large reduction in revenue (decline of 20% to 49%)",,,,,We have had to make moderate increases to our services because of COVID-19,Increase in inquiries and complexity of issues,We have made major changes to how we deliver services because of COVID-19,We have had to shift our operations to workers homes and purchase and learn to use different technology.,We have sufficient funds to maintain staff and activity for four to five months,0,0,1,1,1,1,0,1,,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,,,,,,,,Not applicable,,,,Deliver more remote online or phone services,,,,,,,,,,,,,Not applicable,,Collaboration with other agencies had started and needs to be fostered to ensure that it continues. Government departments need to support this.,5 Somewhat confident,,,HR support and advice,Digital technology,,,,,Governance,,Innovation and strategic advice,Marketing and communications,,Collaboration between organisations,Mergers of organisations,Sector-wide leadership to provide voice and influence,Strengthening financial and management knowledge and skills in the sector,Strengthening governance knowledge and skills in the sector,Access to information and data in one place,Funding to cover salaries and operational costs,,That government can respond quickly to need when it wasn't too. Let's continue to act quickly to deal will the pressing issues that we all know are there,,Yes,"Yes, I am willing to be surveyed again","Yes, I am willing to be interviewed","Yes, I would like to see the survey results",
12648045e5160d4de0007c58bbe7d225237752c9,Chief Executive or Executive Director,1,0,0,0,0,0,,More than 50 staff,11-20 volunteers,$2 million to under $30 million,Sport and recreation,,We work only in Aotearoa New Zealand,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,"We have had, or expect to have, a moderate reduction in revenue (10-19% decline)","$700,000 ","$700,000.00 ",,,We have had to make small cuts to our services because of COVID-19,Decreased funding,We have made minor changes to how we deliver services because of COVID-19,Change to support the sector recover from COVID,We have sufficient funds to maintain staff and activity for two to three months,1,0,0,1,1,1,0,1,,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,,How best to support our sector,Reduce staff numbers,,,,,,"We have not yet, but will be …..",,Seek new funding sources,Deliver more remote online or phone services,,,,,,,Government COVID-19 wage subsidy scheme,,,,,,,,IT/remote ways of working,6 Very confident,,,HR support and advice,Digital technology,,,,,,,,,,Collaboration between organisations,Mergers of organisations,,Strengthening financial and management knowledge and skills in the sector,Strengthening governance knowledge and skills in the sector,,Funding to cover salaries and operational costs,,That sometimes a tragic event can lead to opportunities ….,,Yes,"Yes, I am willing to be surveyed again",,,
